"Millis","P1","P2"
182052,663,0
182154,663,0
182255,663,0
182355,663,0
182457,663,0
182558,663,0
182659,663,0
182761,663,0
182861,663,0
182963,663,0
183064,663,0
183165,663,0
183266,663,0
183367,663,0
183468,663,0
183570,663,0
183671,663,0
183772,663,0
183873,663,0
183974,663,0
184076,664,0
184176,669,0
184277,678,0
184379,691,0
184480,677,0
184581,664,0
184682,660,0
184783,659,0
184885,659,0
184986,659,0
185086,659,0
185188,659,0
185289,659,0
185391,659,0
185491,659,0
185592,659,0
185694,659,0
185795,659,0
185896,659,0
185997,660,0
186098,660,0
186199,660,0
186301,660,0
186401,659,0
186503,659,0
186604,659,0
186705,659,0
186807,659,0
186907,659,0
187008,659,0
187110,660,0
187211,659,0
187312,660,0
187413,659,0
187514,659,0
187616,663,0
187716,680,0
187817,679,0
187919,659,0
188020,656,0
188122,656,0
188222,656,0
188323,656,0
188425,656,0
188526,656,0
188626,656,0
188728,656,0
188829,656,0
188930,656,0
189031,656,0
189132,656,0
189234,656,0
189335,656,0
189436,656,0
189537,656,0
189638,656,0
189739,656,0
189841,656,0
189941,656,0
190043,656,0
190144,656,0
190245,655,0
190347,656,0
190447,656,0
190548,656,0
190650,656,0
190751,656,0
190851,656,0
190953,656,0
191054,662,0
191156,683,0
191256,699,0
191357,687,0
191459,667,0
191560,654,0
191661,652,0
191762,652,0
191863,652,0
191965,652,0
192066,652,0
192166,652,0
192268,652,0
192369,652,0
192470,652,0
192572,652,0
192672,652,0
192774,652,0
192875,652,0
192976,652,0
193077,652,0
193178,652,0
193279,652,0
193381,652,0
193481,652,0
193583,652,0
193684,652,0
193785,652,0
193887,652,0
193987,652,0
194088,652,0
194190,652,0
194291,652,0
194391,652,0
194493,652,0
194594,652,0
194696,654,0
194796,666,0
194897,676,0
194999,670,0
195100,655,0
195201,649,0
195302,648,0
195403,648,0
195505,648,0
195606,648,0
195706,648,0
195808,648,0
195909,648,0
196010,648,0
196111,648,0
196212,648,0
196314,648,0
196415,648,0
196516,648,0
196617,648,0
196718,648,0
196819,648,0
196921,648,0
197021,648,0
197122,648,0
197224,648,0
197325,648,0
197426,648,0
197527,648,0
197628,648,0
197730,648,0
197831,648,0
197931,648,0
198033,648,0
198134,648,0
198236,650,0
198336,658,0
198437,661,0
198539,658,0
198640,650,0
198740,645,0
198842,645,0
198943,645,0
199045,645,0
199146,645,0
199246,645,0
199348,645,0
199449,645,0
199550,645,0
199651,645,0
199752,645,0
199853,645,0
199955,645,0
200055,645,0
200157,645,0
200258,645,0
200359,645,0
200461,645,0
200561,645,0
200662,645,0
200764,645,0
200865,645,0
200966,645,0
201067,645,0
201168,645,0
201270,645,0
201370,645,0
